(x 496 419 433)
(x 476 117 127)
(x 437 1385 1401)
(x 490 517 529)
(x 581 1311 1332)
(x 575 636 648)
(y 292 571 576)
(x 568 960 965)
(y 1151 544 547)
(x 616 469 480)
(x 413 1412 1415)
(x 511 516 518)
(x 603 495 518)
(y 210 519 537)
(y 157 416 420)
(y 795 445 464)
(x 570 366 377)
(y 1513 405 423)
(x 434 268 283)
(y 999 426 436)
(y 592 404 421)
(x 572 1102 1107)
(y 599 606 609)
(y 749 452 454)
(y 376 442 453)
(y 1125 419 426)
(x 520 769 794)
(x 501 624 639)
(x 613 31 52)
(x 432 749 761)
(x 411 769 788)
(x 550 838 840)
(y 315 417 438)
(y 1610 413 415)
(y 454 502 518)
(y 1162 589 609)
(x 525 1097 1109)
(y 402 566 592)
(x 449 208 217)
(y 107 494 511)
(x 420 525 550)
(x 430 238 253)
(x 489 1445 1450)
(x 557 1284 1290)
(x 604 1559 1574)
(x 502 395 408)
(x 469 376 388)
(x 458 40 65)
(y 1120 601 606)
(y 135 418 421)
(y 22 485 501)
(y 514 444 464)
(x 517 624 639)
(x 548 301 322)
(x 501 1586 1589)
(x 493 459 470)
(x 421 681 696)
(x 423 1502 1513)
(x 615 625 636)
(x 465 1284 1297)
(x 501 9 22)
(x 625 766 771)
(y 1247 482 484)
(x 503 1215 1229)
(x 586 1077 1099)
(y 1422 580 582)
(x 592 1111 1127)
(x 501 115 126)
(y 1059 585 589)
(y 868 506 511)
(x 488 332 345)
(x 496 732 736)
(y 42 501 519)
(y 245 446 449)
(y 73 551 568)
(x 415 1539 1550)
(x 456 302 304)
(x 545 158 169)
(x 481 383 385)
(y 1327 501 506)
(x 439 1016 1029)
(x 432 1518 1525)
(x 430 1540 1550)
(x 507 1442 1451)
(y 628 435 437)
(x 598 1399 1413)
(x 617 1020 1042)
(x 416 1138 1149)
(y 1235 452 455)
(y 1165 428 455)
(x 609 128 154)
(x 583 952 958)
(y 1538 598 612)
(x 512 1223 1229)
(x 478 848 860)
(x 484 518 529)
(x 421 278 291)
(x 475 803 813)
(y 860 478 480)
(y 867 447 452)
(x 581 1567 1589)
(x 508 1143 1164)
(x 461 162 166)
(x 458 1091 1103)
(x 485 1197 1208)
(y 1040 461 463)
(x 496 118 127)
(x 572 1141 1148)
(y 1023 550 560)
(y 1124 601 606)
(x 468 488 494)
(y 1589 501 524)
(x 617 984 987)
(y 1029 439 459)
(y 947 426 443)
(x 408 132 147)
(x 590 1000 1013)
(x 563 1570 1582)
(y 816 464 481)
(x 447 855 867)
(y 121 484 487)
(x 442 1521 1531)
(y 1242 612 616)
(y 1514 574 578)
(x 500 1257 1285)
(x 577 541 544)
(y 19 490 493)
(x 517 1047 1057)
(x 577 1446 1462)
(x 418 135 140)
(y 1197 508 511)
(x 460 1612 1626)
(y 282 474 562)
(x 452 855 867)
(x 560 947 953)
(x 582 1411 1422)
(x 476 1202 1204)
(x 466 1621 1623)
(x 555 1478 1504)
(x 556 1331 1348)
(x 405 1503 1513)
(x 502 440 454)
(x 510 1293 1295)
(x 606 591 599)
(x 588 1312 1332)
(y 792 420 441)
(x 521 825 846)
(y 1287 579 597)
(x 585 1054 1059)
(y 1572 586 591)
(x 413 805 818)
(x 485 206 218)
(y 148 601 603)
(y 179 554 567)
(y 127 476 496)
(x 573 412 415)
(y 1332 581 588)
(x 585 1166 1177)
(x 433 642 651)
(x 554 154 179)
(x 626 164 187)
(x 420 659 668)
(x 455 442 452)
(x 567 1602 1628)
(x 502 95 104)
(x 498 562 588)
(y 625 587 612)
(y 1080 453 456)
(x 521 1504 1522)
(x 422 981 985)
(x 609 1553 1563)
(x 472 702 711)
(x 607 1455 1483)
(x 443 935 947)
(x 449 1112 1123)
(x 568 366 377)
(x 444 989 1007)
(y 1379 450 489)
(x 581 896 915)
(x 563 1187 1191)
(x 574 1512 1514)
(x 424 1542 1545)
(y 1191 563 566)
(x 609 591 599)
(y 1007 604 609)
(x 449 49 68)
(x 472 1173 1186)
(x 473 1305 1315)
(x 606 537 547)
(x 545 1543 1550)
(x 573 964 986)
(y 616 503 525)
(y 1232 418 436)
(x 471 803 813)
(x 557 513 516)
(x 547 1144 1151)
(x 484 1245 1247)
(x 543 954 963)
(x 439 303 304)
(y 607 563 571)
(y 1446 431 447)
(y 1234 506 508)
(x 449 243 245)
(x 504 95 104)
(x 616 1110 1127)
(x 524 918 933)
(x 552 1496 1502)
(y 566 464 484)
(y 1512 529 531)
(y 1599 594 611)
(x 421 573 592)
(x 471 953 968)
(x 586 494 505)
(y 1510 415 417)
(x 444 504 514)
(x 467 1466 1469)
(x 404 1603 1616)
(x 616 270 278)
(x 479 395 408)
(x 528 1124 1128)
(x 462 723 735)
(x 609 1509 1521)
(y 1096 412 418)
(y 818 408 413)
(x 567 860 887)
(x 419 1115 1125)
(x 564 789 817)
(y 846 515 521)
(x 563 826 837)
(y 470 470 493)
(x 436 748 761)
(x 524 1585 1589)
(y 1358 424 450)
(x 414 1583 1588)
(y 1195 558 573)
(y 283 434 458)
(y 363 423 431)
(y 364 486 493)
(x 612 767 771)
(y 107 613 620)
(x 594 659 672)
(x 603 148 151)
(x 582 920 945)
(x 548 982 1006)
(x 547 1602 1628)
(x 624 953 973)
(x 612 1235 1242)
(x 508 1191 1197)
(x 559 513 516)
(x 599 861 867)
(y 550 407 420)
(y 140 418 421)
(x 422 1455 1465)
(y 1257 565 568)
(x 586 1498 1518)
(y 259 553 574)
(y 986 573 575)
(x 457 870 884)
(y 159 416 420)
(y 648 575 600)
(x 425 1580 1594)
(x 423 1520 1531)
(x 478 1571 1574)
(y 544 483 577)
(x 603 1040 1062)
(x 428 419 428)
(y 264 593 608)
(y 1005 464 466)
(y 587 450 452)
(y 1471 415 431)
(x 495 399 404)
(x 485 1216 1229)
(y 90 491 509)
(x 438 313 315)
(x 469 420 432)
(y 488 461 468)
(x 494 287 303)
(x 456 1481 1507)
(x 490 6 19)
(y 241 610 624)
(y 497 452 478)
(y 668 507 526)
(x 428 1141 1165)
(y 608 429 475)
(x 594 517 529)
(y 192 581 604)
(x 533 32 56)
(x 421 1604 1616)
(y 513 557 559)
(x 568 67 73)
(x 475 726 732)
(x 515 824 846)
(x 430 909 925)
(y 1260 594 604)
(y 415 570 573)
(x 602 1400 1413)
(y 1315 471 473)
(x 594 1236 1260)
(x 548 104 116)
(y 1616 404 421)
(x 404 768 788)
(y 197 419 422)
(x 556 1568 1589)
(y 65 458 468)
(x 512 27 39)
(x 582 830 834)
(x 461 1040 1043)
(x 424 493 495)
(y 741 511 539)
(x 615 730 741)
(x 574 1141 1148)
(y 90 438 455)
(x 562 1453 1471)
(x 534 1166 1170)
(x 616 925 942)
(x 584 1356 1365)
(y 1525 432 434)
(y 1563 609 623)
(x 440 1384 1388)
(y 505 568 586)
(x 521 1257 1285)
(y 1163 461 478)
(x 564 80 108)
(x 547 1341 1345)
(y 1170 532 534)
(x 600 310 322)
(x 423 353 363)
(x 579 1283 1287)
(y 462 580 606)
(x 624 1072 1087)
(x 447 877 880)
(x 424 1455 1465)
(y 798 609 620)
(x 494 1323 1335)
(y 1013 590 617)
(y 484 578 597)
(x 501 354 368)
(x 587 717 733)
(x 463 1196 1208)
(x 411 1043 1045)
(y 1318 463 480)
(x 449 398 408)
(x 415 249 257)
(y 475 441 463)
(x 556 138 147)
(x 429 661 671)
(x 439 810 828)
(x 508 1425 1436)
(y 1469 467 480)
(x 412 662 671)
(y 965 550 568)
(x 456 1298 1315)
(x 562 287 301)
(x 490 1558 1573)
(x 512 288 303)
(y 462 619 625)
(x 429 598 608)
(x 436 1223 1232)
(y 590 444 464)
(x 478 383 385)
(x 417 313 315)
(x 557 1205 1218)
(x 467 162 166)
(y 1231 544 565)
(x 537 1187 1201)
(x 586 1556 1572)
(x 617 1001 1013)
(x 432 1306 1320)
(x 447 1172 1186)
(x 461 488 494)
(x 473 1572 1574)
(x 575 963 986)
(y 562 470 474)
(x 557 31 56)
(y 519 550 565)
(y 636 615 620)
(x 501 75 82)
(x 416 157 159)
(x 611 1184 1187)
(x 571 177 197)
(x 580 1137 1152)
(x 571 292 297)
(x 608 1183 1187)
(x 469 1097 1100)
(y 299 502 505)
(x 581 1041 1048)
(x 614 853 862)
(y 753 442 462)
(y 927 443 477)
(y 1394 513 525)
(x 600 14 24)
(y 1372 437 440)
(y 1335 475 494)
(x 493 31 41)
(y 1413 598 602)
(y 874 529 541)
(y 1152 553 580)
(x 439 1430 1440)
(x 554 1204 1218)
(x 490 563 588)
(y 925 409 430)
(x 477 1239 1252)
(x 534 465 476)
(y 138 578 581)
(x 477 1260 1274)
(x 468 41 65)
(x 605 222 236)
(x 509 628 634)
(x 472 785 787)
(x 485 462 466)
(x 575 947 953)
(x 574 560 575)
(x 534 1077 1081)
(x 554 860 887)
(y 813 471 475)
(y 1141 463 482)
(y 1064 464 487)
(x 519 29 42)
(x 480 1465 1469)
(x 522 1552 1580)
(x 526 263 267)
(x 454 666 670)
(y 837 563 589)
(y 987 614 617)
(y 639 501 517)
(x 420 1268 1295)
(y 1580 503 522)
(x 464 577 590)
(x 578 472 484)
(x 511 1276 1278)
(y 863 470 486)
(x 444 1297 1315)
(y 1177 585 592)
(x 440 183 189)
(y 1507 456 466)
(x 601 700 719)
(x 494 733 736)
(x 442 200 218)
(x 491 181 193)
(y 1502 548 552)
(y 1218 554 557)
(y 1218 579 605)
(x 502 294 299)
(y 523 502 517)
(x 558 1069 1084)
(y 495 422 424)
(x 507 54 67)
(x 435 119 125)
(x 587 611 625)
(y 301 562 588)
(y 1465 422 424)
(x 418 701 711)
(y 352 594 615)
(y 1278 506 511)
(y 1254 537 540)
(y 1571 417 444)
(y 1028 485 487)
(x 443 918 927)
(x 559 1408 1419)
(x 553 247 259)
(x 433 1410 1422)
(y 1499 528 540)
(y 267 501 526)
(x 544 329 340)
(x 550 1077 1079)
(x 610 229 241)
(x 576 1360 1362)
(y 394 516 531)
(x 553 1138 1152)
(x 458 956 967)
(x 463 463 475)
(x 456 999 1011)
(x 455 239 253)
(y 761 558 563)
(y 147 546 556)
(x 554 1332 1348)
(x 494 1213 1222)
(y 388 469 490)
(y 584 511 517)
(y 1204 470 476)
(x 584 141 145)
(x 426 999 1002)
(x 502 505 523)
(x 548 125 128)
(y 1081 479 505)
(y 165 582 599)
(x 615 1261 1273)
(y 218 472 485)
(y 1285 500 521)
(y 1628 547 567)
(y 880 438 447)
(x 498 761 767)
(y 874 617 623)
(x 593 793 806)
(x 503 595 616)
(x 540 1186 1201)
(x 445 1481 1495)
(y 1483 592 607)
(x 589 1053 1059)
(x 549 1123 1128)
(x 415 1601 1610)
(x 520 865 871)
(x 486 918 940)
(y 775 456 475)
(x 565 1255 1257)
(x 442 349 376)
(y 304 439 456)
(y 1395 453 456)
(y 953 523 533)
(x 487 1051 1064)
(x 413 1043 1045)
(x 585 1422 1438)
(x 562 329 340)
(y 1229 512 524)
(x 608 250 264)
(y 82 409 411)
(x 466 996 1005)
(y 82 572 584)
(x 454 740 749)
(x 470 460 470)
(x 571 597 607)
(x 442 742 753)
(y 494 461 468)
(x 453 1078 1080)
(y 1084 543 558)
(x 486 314 324)
(x 420 637 648)
(x 531 386 394)
(x 486 809 831)
(x 548 1495 1502)
(y 324 466 486)
(y 732 470 475)
(y 147 408 430)
(x 617 855 874)
(x 604 1007 1010)
(x 482 462 466)
(y 1273 615 623)
(y 518 416 427)
(x 552 335 337)
(x 580 1525 1532)
(y 1295 497 510)
(y 1093 412 418)
(x 587 142 145)
(x 469 875 880)
(y 652 410 427)
(y 380 562 579)
(x 483 541 544)
(x 537 207 210)
(x 437 1365 1372)
(y 1345 524 547)
(x 426 934 947)
(x 417 1196 1216)
(x 505 1074 1081)
(x 422 170 197)
(y 1208 502 517)
(x 611 1510 1521)
(y 767 498 505)
(x 567 8 29)
(x 469 399 408)
(x 416 510 518)
(y 61 498 500)
(x 619 815 821)
(x 448 655 679)
(x 567 757 779)
(x 477 917 927)
(y 672 594 614)
(y 719 601 607)
(x 586 1445 1462)
(y 1103 458 480)
(y 711 418 472)
(x 455 1545 1558)
(x 447 1254 1276)
(y 340 544 562)
(y 433 496 510)
(x 440 1366 1372)
(x 407 444 447)
(y 1011 456 474)
(x 575 1244 1261)
(x 454 1195 1220)
(x 517 506 523)
(x 592 920 945)
(x 449 826 840)
(x 604 178 192)
(x 619 1430 1456)
(x 498 919 940)
(x 563 755 761)
(x 501 263 267)
(x 509 1346 1358)
(x 483 1347 1358)
(x 451 806 809)
(x 563 1102 1107)
(x 460 643 651)
(x 568 1544 1550)
(x 413 872 875)
(x 493 6 19)
(x 478 417 428)
(x 527 1046 1057)
(x 576 1283 1290)
(x 426 1273 1301)
(x 474 998 1011)
(y 1550 415 430)
(y 1013 568 577)
(x 541 864 874)
(x 422 1542 1545)
(y 67 491 507)
(x 586 470 478)
(y 1594 406 425)
(x 459 119 125)
(x 413 1601 1610)
(y 478 586 590)
(x 508 1231 1234)
(x 600 1558 1574)
(x 466 313 324)
(x 559 1355 1365)
(y 945 582 592)
(x 582 159 165)
(x 434 1518 1525)
(x 578 114 138)
(y 428 478 480)
(x 536 999 1012)
(x 528 1488 1499)
(x 572 1360 1362)
(x 416 838 865)
(y 828 425 439)
(y 1271 464 468)
(x 476 870 884)
(x 518 441 454)
(x 603 83 85)
(y 337 552 554)
(x 478 1152 1163)
(x 528 1268 1290)
(x 476 786 787)
(x 420 157 159)
(y 1573 485 490)
(x 580 1341 1343)
(x 506 1300 1327)
(x 470 726 732)
(x 490 376 388)
(x 464 656 679)
(x 467 229 237)
(y 516 509 511)
(x 572 895 915)
(x 525 1143 1164)
(y 1589 556 581)
(x 414 372 399)
(x 530 1617 1626)
(x 535 135 147)
(y 1222 492 494)
(x 561 927 932)
(x 456 666 670)
(y 68 449 453)
(x 550 960 965)
(x 463 1040 1043)
(x 499 178 189)
(y 1596 603 605)
(x 555 981 1006)
(y 1079 550 552)
(x 472 207 218)
(x 420 1027 1048)
(y 563 449 461)
(x 497 1294 1295)
(y 1574 473 478)
(x 478 483 497)
(y 756 541 549)
(y 762 519 530)
(x 460 1195 1220)
(x 608 559 561)
(x 539 718 741)
(x 469 1113 1123)
(x 620 89 107)
(x 447 1433 1446)
(x 581 113 138)
(y 831 486 493)
(x 475 311 318)
(x 465 291 304)
(x 540 1239 1254)
(x 423 843 849)
(y 1508 529 531)
(x 456 1078 1080)
(x 571 926 932)
(x 459 1261 1274)
(x 472 331 345)
(y 696 421 424)
(y 980 426 435)
(x 465 1070 1083)
(x 452 740 749)
(x 464 996 1005)
(x 415 1500 1510)
(y 603 600 619)
(y 89 595 610)
(x 456 763 775)
(y 24 600 617)
(y 1398 448 464)
(x 511 566 584)
(y 345 472 488)
(y 236 486 565)
(y 1451 416 422)
(x 519 759 762)
(x 494 953 968)
(x 506 1231 1234)
(x 513 1374 1394)
(x 594 129 154)
(x 423 659 668)
(x 612 418 426)
(y 1471 537 562)
(y 942 616 625)
(y 1245 482 484)
(x 554 311 322)
(y 1330 485 488)
(y 1377 588 616)
(y 128 548 568)
(y 1621 497 507)
(x 582 1526 1532)
(x 581 179 192)
(x 475 598 608)
(y 736 494 496)
(x 567 153 179)
(y 1187 608 611)
(y 52 588 613)
(x 590 470 478)
(x 449 1020 1023)
(y 116 545 548)
(x 511 1191 1197)
(y 396 574 581)
(x 412 1093 1096)
(x 453 805 809)
(x 502 1443 1451)
(x 426 1115 1125)
(x 471 1621 1623)
(y 432 469 488)
(y 1436 483 508)
(y 127 535 540)
(y 973 598 624)
(x 464 805 816)
(y 585 582 600)
(x 480 1308 1318)
(x 603 1590 1596)
(x 544 1225 1231)
(x 487 1165 1173)
(x 437 1621 1631)
(x 485 1559 1573)
(x 466 1482 1507)
(y 1042 610 617)
(x 526 1241 1249)
(x 428 59 83)
(y 1315 444 456)
(x 542 48 51)
(x 466 875 880)
(x 626 1071 1087)
(y 1518 562 586)
(y 193 491 508)
(x 592 1456 1483)
(y 1048 581 594)
(x 452 1227 1235)
(x 533 946 953)
(y 1522 521 537)
(y 1301 426 436)
(y 278 616 625)
(x 620 624 636)
(x 574 247 259)
(x 511 866 868)
(x 524 769 794)
(x 591 570 581)
(y 1043 461 463)
(x 421 135 140)
(x 407 233 240)
(y 38 419 444)
(x 444 1559 1571)
(x 605 1200 1218)
(x 568 125 128)
(x 570 412 415)
(y 629 530 556)
(y 1451 502 507)
(y 1290 528 538)
(y 243 446 449)
(y 341 477 482)
(y 958 578 583)
(y 787 472 476)
(x 452 1586 1608)
(y 476 534 545)
(x 505 762 767)
(y 452 455 482)
(y 1358 483 509)
(x 552 1077 1079)
(x 450 1330 1358)
(x 614 984 987)
(x 491 53 67)
(y 189 440 450)
(y 1249 511 526)
(x 534 347 361)
(x 606 1120 1124)
(x 468 1149 1159)
(x 523 945 953)
(y 1626 530 544)
(y 1201 537 540)
(x 471 1305 1315)
(x 441 462 475)
(y 166 461 467)
(x 560 1017 1023)
(x 437 615 628)
(y 493 422 424)
(x 513 602 607)
(y 1160 481 501)
(y 1421 500 508)
(y 887 554 567)
(y 648 418 420)
(x 592 389 402)
(x 452 483 497)
(y 821 619 626)
(x 560 1245 1261)
(x 404 233 240)
(x 406 1580 1594)
(x 526 971 980)
(x 562 1499 1518)
(x 509 78 90)
(x 530 627 629)
(x 438 876 880)
(y 575 570 574)
(y 104 502 504)
(y 1038 541 551)
(x 474 550 562)
(x 600 573 585)
(y 671 412 429)
(x 422 493 495)
(y 399 405 414)
(x 463 1307 1318)
(x 434 932 942)
(x 484 292 304)
(y 1320 424 432)
(x 565 667 677)
(x 598 1530 1538)
(y 1123 449 469)
(x 455 83 90)
(x 430 488 498)
(y 1531 423 442)
(y 443 521 530)
(y 1362 572 576)
(y 830 579 582)
(y 125 435 459)
(x 587 756 779)
(x 607 468 480)
(y 237 467 476)
(x 628 682 694)
(x 486 851 863)
(y 428 410 428)
(x 541 754 756)
(x 500 1397 1421)
(y 1388 440 442)
(x 481 355 368)
(y 1540 562 577)
(x 409 909 925)
(x 416 1622 1631)
(x 543 653 671)
(x 422 1434 1451)
(x 595 860 867)
(x 537 1505 1522)
(x 517 567 584)
(y 733 580 587)
(x 550 1018 1023)
(x 619 554 564)
(x 476 228 237)
(x 566 390 402)
(y 1623 466 471)
(y 677 556 565)
(y 985 410 422)
(x 559 1478 1504)
(y 817 564 587)
(y 1032 474 493)
(x 470 850 863)
(x 493 808 831)
(x 441 783 792)
(x 573 1469 1491)
(x 562 270 282)
(x 625 457 462)
(y 1023 444 449)
(x 489 1369 1379)
(y 1006 548 555)
(x 456 1385 1395)
(x 558 754 761)
(x 531 654 671)
(x 612 1529 1538)
(y 1290 557 576)
(y 771 612 625)
(x 442 837 865)
(y 1572 404 414)
(x 408 1269 1295)
(y 1261 560 575)
(x 521 430 443)
(y 671 531 543)
(y 1012 519 536)
(y 559 608 613)
(x 552 569 590)
(y 83 428 430)
(y 651 433 460)
(x 485 1016 1028)
(x 484 552 566)
(x 481 1159 1160)
(x 424 1306 1320)
(y 197 571 578)
(x 549 914 918)
(y 498 415 430)
(x 470 827 840)
(x 444 1020 1023)
(y 1512 574 578)
(x 600 637 648)
(y 1081 513 534)
(y 51 542 548)
(y 145 584 587)
(x 551 67 73)
(x 568 494 505)
(x 580 453 462)
(x 486 362 364)
(x 588 32 52)
(x 522 866 871)
(y 529 575 594)
(x 623 391 402)
(y 1307 615 623)
(x 464 504 514)
(x 488 419 432)
(y 1433 498 502)
(x 588 287 301)
(x 579 410 420)
(x 579 830 834)
(x 545 103 116)
(x 410 981 985)
(x 464 894 907)
(x 497 1606 1621)
(y 442 566 592)
(x 443 1069 1083)
(y 56 533 557)
(x 486 225 236)
(y 1422 433 454)
(y 85 600 603)
(x 622 1429 1456)
(x 461 546 563)
(y 1582 563 572)
(y 867 595 599)
(y 1276 447 451)
(y 880 466 469)
(x 517 1183 1208)
(x 507 1607 1621)
(y 1159 468 472)
(y 1456 619 622)
(x 421 990 1007)
(x 560 731 748)
(x 597 1283 1287)
(x 537 1452 1471)
(x 616 1369 1377)
(x 421 843 849)
(x 585 418 426)
(y 529 484 490)
(x 417 1560 1571)
(x 492 399 404)
(y 942 432 434)
(y 991 602 623)
(x 577 731 748)
(y 1626 423 427)
(x 509 516 518)
(x 425 811 828)
(y 404 492 495)
(x 609 784 798)
(x 410 639 652)
(x 449 545 563)
(x 511 1242 1249)
(x 421 444 447)
(y 322 542 548)
(x 492 1238 1252)
(x 483 1579 1593)
(x 508 1397 1421)
(x 519 1000 1012)
(x 435 615 628)
(x 480 32 41)
(x 601 1463 1470)
(x 580 882 886)
(x 594 341 352)
(x 493 1019 1032)
(y 788 404 411)
(y 1450 468 489)
(x 626 1480 1490)
(y 862 608 614)
(x 615 342 352)
(x 468 1258 1271)
(y 865 416 442)
(x 599 57 64)
(x 421 1386 1401)
(y 1002 426 436)
(x 418 1224 1232)
(y 1415 413 428)
(x 599 1041 1062)
(x 468 1446 1450)
(x 599 159 165)
(x 479 1073 1081)
(y 953 560 575)
(x 542 301 322)
(x 568 1004 1013)
(y 217 447 449)
(x 574 396 399)
(x 578 951 958)
(x 431 352 363)
(x 589 825 837)
(x 466 1219 1228)
(y 779 567 587)
(x 432 932 942)
(x 503 1553 1580)
(x 609 1007 1010)
(x 600 83 85)
(x 556 200 214)
(x 566 431 442)
(x 417 1583 1588)
(x 589 1340 1343)
(y 169 508 545)
(x 507 656 668)
(x 530 760 762)
(y 64 599 615)
(x 427 640 652)
(x 496 997 1017)
(x 445 785 795)
(y 806 593 595)
(x 549 1307 1329)
(y 29 567 579)
(x 540 1489 1499)
(x 492 1213 1222)
(x 606 452 462)
(x 498 75 82)
(x 443 617 631)
(y 1626 460 480)
(x 599 1463 1470)
(y 377 568 570)
(y 1057 517 527)
(y 840 449 470)
(y 1545 422 424)
(x 410 250 257)
(y 1588 537 545)
(x 539 1408 1419)
(x 502 1431 1433)
(y 741 615 622)
(y 1208 463 485)
(y 694 465 628)
(y 1438 585 612)
(x 405 1083 1099)
(y 1202 470 476)
(y 41 480 493)
(x 455 1228 1235)
(y 670 454 456)
(x 542 915 918)
(y 218 432 442)
(x 424 1331 1358)
(y 447 407 421)
(y 1495 423 445)
(x 584 77 82)
(x 464 1258 1271)
(x 613 559 561)
(x 484 121 124)
(x 525 594 616)
(x 405 371 399)
(x 623 1262 1273)
(y 1252 477 492)
(y 408 449 469)
(x 518 135 147)
(y 735 462 481)
(y 547 466 606)
(x 419 171 197)
(x 429 154 163)
(x 477 329 341)
(x 620 164 187)
(x 506 1276 1278)
(x 600 555 564)
(x 436 1430 1440)
(x 470 550 562)
(x 506 628 634)
(x 459 1017 1029)
(x 406 895 904)
(x 594 223 236)
(x 501 1158 1160)
(x 469 1036 1046)
(y 291 421 429)
(y 1045 411 413)
(y 518 601 603)
(x 482 1245 1247)
(y 253 430 455)
(y 516 557 559)
(x 537 1238 1254)
(y 1062 599 603)
(y 1220 454 460)
(x 498 56 61)
(x 549 753 756)
(x 543 1069 1084)
(y 1608 428 452)
(x 459 396 404)
(y 1149 416 420)
(x 475 762 775)
(x 540 115 127)
(x 562 1533 1540)
(x 579 8 29)
(y 1228 466 475)
(x 538 1269 1290)
(y 668 420 423)
(x 505 294 299)
(y 875 406 413)
(x 576 292 297)
(x 472 311 318)
(x 604 1237 1260)
(y 933 520 524)
(y 404 457 459)
(x 452 575 587)
(x 556 627 629)
(y 1550 545 568)
(x 612 1421 1438)
(x 573 1184 1195)
(x 481 722 735)
(y 1628 423 427)
(x 431 1082 1099)
(x 625 271 278)
(y 1558 455 478)
(y 1087 624 626)
(x 415 488 498)
(y 154 594 609)
(x 587 789 817)
(x 532 1166 1170)
(x 544 1145 1151)
(y 1100 467 469)
(x 608 853 862)
(x 463 1132 1141)
(x 502 1182 1208)
(y 147 518 535)
(x 502 178 189)
(y 1186 447 472)
(x 597 473 484)
(x 487 1016 1028)
(x 424 681 696)
(x 451 1253 1276)
(x 565 1226 1231)
(x 554 335 337)
(y 1532 580 582)
(x 592 432 442)
(x 541 1035 1038)
(x 498 1580 1593)
(y 257 410 415)
(y 915 572 581)
(x 458 269 283)
(x 626 814 821)
(x 545 1573 1588)
(x 429 278 291)
(x 619 458 462)
(y 634 506 509)
(y 1046 452 469)
(y 420 553 579)
(x 614 660 672)
(x 466 537 547)
(y 303 494 512)
(x 600 594 603)
(x 423 1482 1495)
(x 464 1052 1064)
(x 595 69 89)
(y 163 404 429)
(x 625 924 942)
(x 444 20 38)
(y 214 499 556)
(x 428 1411 1415)
(x 535 115 127)
(y 108 553 564)
